reviewId,comment,score,date,cleaned_text,english,bugs,content,feature,ui,navigation,billing,brand,price_billing_payment,login,device,customer support,other
9cb747d1-1ee3-439f-886d-9045391dffa3,not liking the new update. series i was enjoying have disappeared. and somethings that were available for download no longer there,3,13-12-2018 15:59,liking new update series enjoying disappeared somethings available download longer,TRUE,,1,,,,,,,,,,
8713485d-e8cf-476c-bf87-4727f6f61342,Would give it 5 stars however keeps randomly losing video and showing black screen with sound. Oddly i can see the picture when i go to task view but not in full screen. Tried closing app but still occurs until i reset the phone. This is on Huawei P20 Pro,3,17-09-2018 15:24,would give star however keep randomly losing video showing black screen soundddly see picture go task view full screen tried closing app still occurs reset phone huaweiro,TRUE,1,,,,,,,,,1,,
3333b9f4-93d6-45db-830f-bdd4262e8075,All Movie & tv selections plenty of entertainment is goodnight watching,5,22-09-2018 05:08,movie tv selection plenty entertainment goodnight watching,TRUE,,1,,,,,,,,,,
bf2f5564-faef-44b4-afdf-6b5df34552c0,"Works Great, I don't have any real complaints but would like to watch in VR. I can't seem to get that to work...",5,14-11-2018 02:41,work great dont real complaint would like watch vr cant seem get work,TRUE,,,,,,,,,,1,,
3d9577de-d902-496d-8486-477d1c4d8282,"Please fix the technical issue ON ANDROID DEVICES , THE APP WON'T START, even tried uninstall and installing the app still doesn't work, please FIX.",1,10-12-2018 11:52,please fix technical issuen androidevices app wont start even tried uninstall installing app still doesnt work please fix,TRUE,1,,,,,,,,,1,,
339b2c84-e78d-485b-85c2-a387d0015d49,"Needs interactive features...As usual, Apple iMong devices are featured but Androids are not.",1,09-12-2018 13:16,need interactive featuresas usual apple imong device featured android,TRUE,,,,,,,,,,1,,
63d242d5-2358-45f6-8c79-607df9261f21,This is a freakin awesome app I can watch my shows like teen Titans Go my favorite. But I wish I could watch it offline!!!!!,5,16-11-2018 16:59,freakin awesome app watch show like teen titan go favorite wish could watch offline,TRUE,,1,,,,,,,,,,
6e07806f-c9fd-4a52-80b0-82f821df66c4,"It would be better if they added back the description or background of the shows and movies. All we have to go on is whether the cover looks good enough to watch. It would be more helpful, just saying.",4,13-09-2018 22:08,would better added back description background show movie go whether cover look good enough watch would helpful saying,TRUE,,,1,,,,,,,,,
0447b0fb-dd1b-40a3-97fb-56ecf49529fe,"Y'all took ""Secrets of the Cosmos"" with Neil deGrasse Tyson off? What the heck. That was my go to show for relaxing. I wish there were more space documentaries on here. Like ""Journey to the Edge of the Universe"", that's a good one",2,04-10-2018 03:34,yall took secret cosmos neil degrasse tyson heck go show relaxing wish space documentary like journey edge universe thats good one,TRUE,,1,,,,,,,,,,
87b818fc-8a65-4012-b8bf-8a357a05aa85,This is a really good app when you're on the road you can watch the shows that you want to watch if you download or if you don't have cable or the shows aren't on right now then you can watch them on Netflix,5,03-11-2018 18:59,really good app youre road watch show want watch download dont cable show arent right watch netflix,TRUE,,,1,,,,1,,,,,
02979d09-b399-466b-94a5-593cac223976,All i have to say the app is mostly just good for movies and series😃,5,14-09-2018 05:36,say app mostly good movie series,TRUE,,1,,,,,1,,,,,
dc329950-62b9-440e-9fb8-d81f7954912d,It's amazing just that we have to pay to watch movies no,5,22-09-2018 18:31,amazing pay watch movie,TRUE,,,,,,,,1,,,,
b0ba51f7-1f3b-44f5-acf7-2ca4f1b44b92,"I have loved netflix for many years, and it has served me greatly. Thank you netflix!",5,25-12-2018 01:19,loved netflix many year served greatly thank netflix,TRUE,,,,,,,1,,,,,
f5f33b79-3844-4605-8874-3b40fe659b22,love netflix! but you should add more things like childhood movies and shows. like halloween towns. all of the movies and shows like icarly. victorias. spongebob.,4,21-10-2018 12:05,love netflix add thing like childhood movie show like halloween town movie show like icarly victoria spongebob,TRUE,,1,,,,,1,,,,,
c5ee9ed8-6341-4aec-8f2e-8a54f4b6916a,I love my Netflix.. on the go...mobile is where its at for me... I'm always on the move so I can keep up on my shows,5,14-10-2018 12:58,love netflix gomobile im always move keep show,TRUE,,,,,,,1,,,,,
b00873a3-1be5-4a45-819b-07d840c68a4d,this is an amazing and cheap way to watch movies,5,14-10-2018 22:25,amazing cheap way watch movie,TRUE,,,,,,,1,1,,,,
09149dba-67dd-40b0-99aa-fb7fd6c549c9,I have to uninstall and reinstall quite a bit sometimes the movies don't load it's horrible sometimes,1,08-10-2018 00:51,uninstall reinstall quite bit sometimes movie dont load horrible sometimes,TRUE,1,,,,,,,,,,,
79e3b58c-1992-4c9b-8bac-20ce592ae7b0,"Don't like new set up. Can't scroll through genres. When typing for search of genre very small selections of applicable items appear, plus items are improperly classified under certain genres.",2,26-09-2018 03:49,dont like new set cant scroll genre typing search genre small selection applicable item appear plus item improperly classified certain genre,TRUE,,1,1,1,,,,,,,,
fac9a66f-d37e-4b27-820e-cfd8314ddff2,When I open Netflix app it's suddenly close please fix it,1,15-10-2018 13:24,open netflix app suddenly close please fix,TRUE,1,,,,,,,,,,,
e63d87a8-f59a-4e81-a0f8-7c359f7b2298,I've had to uninstall the app like 5 times in 3 days bc it doesn't give me the option to cast. Might be a bug that needs to work out. Besides that I love it.,3,06-11-2018 03:58,ive uninstall app like time day bc doesnt give option cast might bug need work besides love,TRUE,1,,1,,,,,,,,,
a4a9b265-99cc-40da-be9d-364590a0dfb5,It's ok... Crazy bandwith usage. Not even half a movie will eat a 4gb service plan like hot cakes... And way too man updates. Every time i plug my phone in(everyday) there's an update. Its netflix tho and works great over wifi.,3,11-10-2018 11:56,ok crazy bandwith usage even half movie eat gb service plan like hot cake way man update every time plug phone ineveryday there update netflix tho work great wifi,TRUE,1,,,,,,,,,,,
60ca64a4-9ed6-4f83-9f36-5c5e494169cf,It takes to long to load even with good wifi,2,05-10-2018 21:05,take long load even good wifi,TRUE,,,,,1,,,,,,,
70559f28-2c5a-4fda-9c13-93c70aa42b52,I can't play any video it shows 5.7 error even after restarting my phone and factory reset please fix it.,1,29-10-2018 03:22,cant play video show error even restarting phone factory reset please fix,TRUE,1,,,,,,,,,,,
8e4c9d7b-4c29-4d1b-b029-e668568e9b09,"App constantly crashes when skipping intros, starting new episodes, and just about any other transitional action",1,13-11-2018 07:35,app constantly crash skipping intro starting new episode transitional action,TRUE,1,,1,,,,,,,,,
0fc54d78-6d9e-4847-9471-cb6e0fe72373,Its not opening the app. I re-downloaded many times,1,24-10-2018 00:41,opening app redownloaded many time,TRUE,1,,,,,,,,,,,
edbcb51f-8bdb-4dc5-b575-16927acbe923,"Netflix buys rights to shows that were already started on a real network, then markets them as ""Netflix Originals"". This is a blatant lie to the customer.",1,26-11-2018 22:21,netflix buy right show already started real network market netflixriginals blatant lie customer,TRUE,,1,,,,,1,,,,,
4cd8bad3-a295-4dd9-b2b7-7e0247ee8048,Netflix is more the best than fox + I love netflix!!!,5,10-11-2018 00:50,netflix best fox love netflix,TRUE,,,,,,,1,,,,,
68c53d6e-1306-4f96-b798-ed520c6c8c3d,Would make me happier if it always connected to Chromecast instead of being choosey about when it's going to work. Fails to connect more often than not.,3,13-12-2018 23:54,would make happier always connected chromecast instead choosey going work fails connect often,TRUE,1,,1,,,,,,,,,
85d4b9c3-ed01-44b4-970d-ec920e630e55,It's like a TV in my pocket.. Full on entertainment..,4,16-10-2018 04:38,like tv pocket full entertainment,TRUE,,,,,,,1,,,,,
99508c9c-4535-43a6-9c72-72f9d5522aaf,"Netflix is great, I've had it a few different times and it's really easy to use.",5,12-12-2018 20:19,netflix great ive different time really easy use,TRUE,,,,,,,1,,,,,
c61686b3-4a1b-4a99-8624-f51d3b604734,Ok Netflix I get it but really I'm sick of trying to find a good movie then to find out I gotta read while I watch cause it's in a different language. Can u stop putting them kinda movies on an maybe put more English movies on please and please can u try to put better English horror movies on for October please!!! That be awesome if u did,3,08-10-2018 21:04,ok netflix get really im sick trying find good movie find got ta read watch cause different language u stop putting kinda movie maybe put english movie please please u try put better english horror movie forctober please awesome u,TRUE,,1,,,,,,,,,,
50781956-f0d3-4f70-84d0-e3dc741b8eb8,Horrible app. I keep being logged out every time i am restarting a video.,1,15-10-2018 12:58,horrible app keep logged every time restarting video,TRUE,,,,,,,,,1,,,
7f22e51e-2951-4a8b-8c54-bd262415b845,"It's geat,but when I make my downloads, it doesn't download them all episodes and I end on a 8 hour road trip and only four episodes, OK my k-drama T^T",5,28-11-2018 01:02,geatbut make downloads doesnt download episode end hour road trip four episodesk kdrama tt,TRUE,,,1,,,,,,,,,
2ff55b4b-37ce-4d48-9027-d5f9fe9a3fb9,It doesn't even have the Harry Potter movies which is extremely sad and those are some of the most common movies for teens,2,29-09-2018 23:45,doesnt even harryotter movie extremely sad common movie teen,TRUE,,1,,,,,,,,,,
b9cf578f-e9f3-40b3-bbed-a1d8c02f164c,I love watching all the movies and shoes that you love to watch. I personally love Netflix,5,02-11-2018 20:14,love watching movie shoe love watch personally love netflix,TRUE,,,,,,,1,,,,,
e1d61125-f3d2-4ced-b99f-2bb437318b5d,Amazing! But I assure you please remove the Titles related to 'blank',5,30-09-2018 14:17,amazing assure please remove title related blank,TRUE,,1,,,,,,,,,,
29d39b5c-f4bc-4b3e-af69-a2c9ed8de073,"Since the latest update I can no longer cast Netflix onto my Chromecast. The cast button does not appear. I have tried uninstalling and installing this app, I've deleted my Chromecast from my phone and set it up again, but it still isn't working. The cast button will not appear no matter what I try",3,31-10-2018 12:42,since latest update longer cast netflix onto chromecast cast button appear tried uninstalling installing app ive deleted chromecast phone set still isnt working cast button appear matter try,TRUE,,,1,,,,,,,,,
f8b1ecac-9d52-417f-bdb9-e60ac5b9cd4b,"This app is great for using Netflix on the go and away from home.. BUT. I have to give it 2 stars because I can't use it on my phone due to it constantly running in the background. Even when I am not using the app, haven't used it in days and have completely closed out of it, it will drain my battery in less than 6 hours. I would go from fully charged, 100% to 0% without using my phone at all. It would just die sitting on the table, screen off. I don't know why the app has to consume so much power when apps like Hulu consume so little. Sad I can't use this app on my personal device.",2,07-11-2018 04:19,app great using netflix go away home give star cant use phone due constantly running background even using app havent used day completely closed drain battery le hour would go fully charged without using phone would die sitting table screen dont know app consume much power apps like hulu consume little sad cant use app personal device,TRUE,1,,,,,,,,,1,,
52f895a0-0c5f-4426-81cf-82980a269478,Only 3 stars as for some reason we cannot get onto the kids section of the app,3,22-09-2018 21:06,star reason get onto kid section app,TRUE,,,1,1,,,,,,,,
fcb1c7d9-f1aa-45c3-a3c9-abebd41c53c1,The content is good.. But app has some bugs... I have to constantly delete the app and install it again.. Already forcedshut the app 3 times.. Fix the bugs...,1,19-10-2018 15:25,content good app bug constantly delete app install already forcedshut app time fix bug,TRUE,1,,,,,,,,,,,
bc528d70-a161-4cc4-be7b-76e11630bb60,It's great but add split screen.,4,16-12-2018 12:34,great add split screen,TRUE,,,,1,,,,,,,,
38524613-0440-4773-bfd0-7563fd951e71,Very bad customer service I am able to watch but then I cannot watch today and I called them and they told me the steps to resolve the issue I tried and still face the error and they just say these are the only steps they have to resolve the issues so if I want I can unsubcrible Netflix ....,1,26-12-2018 03:45,bad customer service able watch watch today called told step resolve issue tried still face error say step resolve issue want unsubcrible netflix,TRUE,,,,,,,,,,,1,
51df9f6c-a080-4efe-993f-4f36c9a20c16,I love this app so much.You can download episode's so you can watch offline.And Netflix has a of my favourite shows,5,16-09-2018 18:50,love app muchyou download episode watch offlineand netflix favourite show,TRUE,,,,,,,1,,,,,
f8b926ea-3289-4ca0-b008-4244035c0972,Wonderful App to watch movies in ultra hd through legit way.,5,06-10-2018 11:56,wonderful app watch movie ultra hd legit way,TRUE,,,,,,,1,,,,,
915562ee-548d-49ed-855a-7f114e4b2f5c,We can not understand the language before playing it. You should mention language too under director name.,2,13-09-2018 19:22,understand language playing mention language director name,TRUE,,,1,,,,,,,,,
c7ff1692-e68f-4560-b28b-4245ee974f3b,I just got it for the movies for my kids not a great selection and the download movie feature was way to slow on my phone and I have att,2,23-12-2018 08:37,got movie kid great selection download movie feature way slow phone att,TRUE,,1,1,,,,,,,,,
ce827ed4-d940-4228-92f1-c96011e2069f,I love Netflix. I really enjoyed being able to download shows then watching them later. I live in an area without internet so it was so convenient to be able to download. I wish it was still an option.,4,04-12-2018 02:24,love netflix really enjoyed able download show watching later live area without internet convenient able download wish still option,TRUE,,,,,,,1,,,,,
0da3022b-c191-472e-880d-b3654f29f314,"Too much American nonsense. Not enough British content for the British viewer. Too few new movies added. You have to trawl through an awful lot of rubbish films to find any decent , good quality, interesting, pleasurable stock ! During the three years I have followed Netflix ( on and off ) this company s standard has steadily gone down and down hill.",1,05-12-2018 23:21,much american nonsense enough british content british viewer new movie added trawl awful lot rubbish film find decent good quality interesting pleasurable stockuring three year followed netflix company standard steadily gone hill,TRUE,,1,,,,,,,,,,
b7ee472f-c389-499c-9a58-405fa6dd752b,"Hate the fact that some shows arent available in India. Other than that, love it!",5,09-11-2018 09:58,hate fact show arent available indiather love,TRUE,,1,,,,,,,,,,
cc992c3e-e214-4f9e-8820-b2abbebc5862,"App keeps on crashing on my vivo v9!!! Never happened before, no other app malfunctions either. What is this glitch?",1,19-10-2018 23:54,app keep crashing vivo v never happened app malfunction either glitch,TRUE,1,,,,,,,,,1,,
0eb34c80-1a7b-4153-b9e8-eefdbe8b0fe5,Recent update moved the Google Cast button to the lower right corner and doesn't go away. Covers play button on one screen and the stop button on another. Using Galaxy S8,2,17-09-2018 03:47,recent update moved google cast button lower right corner doesnt go away cover play button one screen stop button another using galaxy,TRUE,,,1,1,,,,,,1,,
0d9ec661-533c-47bd-ab94-effd23434be4,Please resolve error 16004 on the app side. It's very clearly not a network issue. App is worthless to me until this issue is fixed. Will be cancelling subscription. Hulu works fine.,1,07-11-2018 04:33,please resolve error app side clearly network issue app worthless issue fixed cancelling subscription hulu work fine,TRUE,1,,,,,,1,,,,,
f54d35de-893d-4b08-8aaa-ad2433690c24,would prefer more if we can set the video resolution manually,3,21-11-2018 10:41,would prefer set video resolution manually,TRUE,,,,1,,,,,,,,
dc1c9da0-c4b5-4ce6-b082-089b1fa9aacf,"App keeps shutting down , always an error when i want to play something.. especially if its working and i try to fast forward a few seconds. Fix this bug!",1,29-10-2018 01:18,app keep shutting always error want play something especially working try fast forward second fix bug,TRUE,1,,,,,,,,,,,
0496dcd3-cbd9-47f6-a5ff-1cd26fa697e6,"Great app, had to take away 1 star BCS sometimes the app crashes, but not often enough to use something else",4,28-11-2018 21:27,great app take away star bcs sometimes app crash often enough use something else,TRUE,1,,,,,,,,,,,
cb5ba4a4-831e-4c1d-8e22-60ea598a786b,"It will be good if you add some other payment such as Google Play and using credit from our phone numbers instead of using bank account only. I would love to watch every day in my lifetime, if you do it. Because not everyone, especially for Indonesian citizen that could understand how to pay the package with that. Please I'm waiting Netflix could be improved on other payment methods like any other movie streaming apps.",4,31-12-2018 19:13,good add payment googlelay using credit phone number instead using bank account would love watch every day lifetime everyone especially indonesian citizen could understand pay package thatlease im waiting netflix could improved payment method like movie streaming apps,TRUE,,,,,,,,1,,,,
383d73f0-c2bc-480b-9e3c-9c545a3a4c68,"App cannot maintain its connection to Chromecast. That is typically unable to reconnect to Chromecast unless it goes through a full restart. Even after reconnecting, Chromecast is drop with in minutes, and I am unable to control my video. This has been an ongoing issue for several months and has only gotten worse over time.",1,02-10-2018 11:54,app maintain connection chromecast typically unable reconnect chromecast unless go full restart even reconnecting chromecast drop minute unable control video ongoing issue several month gotten worse time,TRUE,,,1,,,,,,,,,
56e14acc-e518-4f35-95af-003409ee8e74,i can't even open the app ... as it stops on the netflix logo... and crashes everytime i am not able to use my membership. all money wasted.,1,12-09-2018 08:59,cant even open app stop netflix logo crash everytime able use membership money wasted,TRUE,1,,,,,,,,,,,
523b115a-d0c4-4cd3-bd56-59428c104140,The app is fine... When it works. The last three updates have given it a range of problems. Everything from the cast button just disappearing for days on end to the app itself getting permanently stuck on the loading screen. Please fix.,2,19-11-2018 16:56,app fine work last three update given range problem everything cast button disappearing day end app getting permanently stuck loading screenlease fix,TRUE,1,,,,,,,,,,,
270c0ec3-0051-4b60-99f0-9b83ded4342e,Netflix has got more vulgar transgender and alternative lifestyles in our faces and who needs them? They have an agenda I don't want. So app is not needed.,1,08-11-2018 23:28,netflix got vulgar transgender alternative lifestyle face need agenda dont want app needed,TRUE,,1,,,,,1,,,,,
cf34646f-1e98-489a-981c-fe20bb1adf7b,This app gives great movies/shows and updates its shows.,5,28-09-2018 12:57,app give great moviesshows update show,TRUE,,1,,,,,1,,,,,
9805c4bd-5349-41d9-9f1d-1bc12ff3266d,over all is okayy but please put more description about content and add a feature of rating and commenting so my time does not waste,3,23-12-2018 15:02,okayy please put description content add feature rating commenting time waste,TRUE,,1,,,,,,,,,,
8cfaa10f-3eb3-404b-9810-ea4e7c3f7611,"I cant use cast screen on MI 4A TV , it doesn't show video ! Whenever i start any show it is just starts with black screen and just get sound ! Please do something as soon as possible",1,11-11-2018 05:00,cant use cast screen mi tv doesnt show video whenever start show start black screen get soundlease something soon possible,TRUE,1,,,,,,,,,,,
7fe2d280-8672-4c00-ac3b-425224bf8377,Good app. Haven't had any grief. Been using it for over 12 months. Use it on my Samsung Note 5 and my Samsung Tablet. All good.,5,09-11-2018 00:10,good app havent grief using month use samsung note samsung tablet good,TRUE,,,,,,,,,,1,,
6c317d73-c0ae-4fb2-93f5-9087a3df0ad9,"I downloaded the app. Then I tabbed to open it, a pop up message says ""sorry, the sign up process can not be done now. Please try again later."" I can not start using the app and want to see how is the app locking like. Should I uninstall it?",1,21-09-2018 04:36,downloaded app tabbed open pop message say sorry sign process done nowlease try later start using app want see app locking like uninstall,TRUE,,,,,,,,,1,,,
667e3f6c-f029-485c-bf65-be881adeb819,Great app but newest version is consuming over 25% of CPU usage,3,15-10-2018 19:00,great app newest version consuming cpu usage,TRUE,1,,,,,,,,,,,
beeefa6b-77d0-4246-8c4e-d8207c7f6293,Great app but need some improvement in some areas but in all its great!,4,28-10-2018 16:58,great app need improvement area great,TRUE,,,,,,,,,,,,1
e809ea4f-899a-4fb6-8e6a-8777b490115b,"New update broke netflix on my phone. Keeps crashing each time I try to rewind. Also having problems logging in. Have tried reinstalling, same thing.",1,30-10-2018 21:05,new update broke netflix phone keep crashing time try rewind also problem logging tried reinstalling thing,TRUE,1,,,,,,,,1,,,
b0081d47-567d-43a2-9d17-fd04ce3d6afe,Really good but kinda angry that the Disney movies are getting taken out in 2019,5,01-11-2018 22:54,really good kinda angry theisney movie getting taken,TRUE,,1,,,,,,,,,,
f9707317-47ff-437e-a028-9dae30204f2e,This is so easy to use to watch movies and videos,5,16-12-2018 05:21,easy use watch movie video,TRUE,,,,,1,,,,,,,
daaa03b8-fdd0-4b85-82a4-ba1713c6ecfd,Can't choose the new season from the app. I can watch the new season but I can't choose which episode.,2,01-12-2018 09:59,cant choose new season app watch new season cant choose episode,TRUE,1,,,1,,,,,,,,
d5b98363-1f1a-4fa4-b4c3-d58847be3d2a,I would love to have an option to select my video quality when using wifi,4,11-10-2018 06:06,would love option select video quality using wifi,TRUE,,,1,,,,,,,,,
9ddcfb1b-8c91-49cf-8e36-969d7f75f185,I love Netflix theres always something to watch and get caught up on all tv shows!!!!!,5,23-10-2018 01:38,love netflix there always something watch get caught tv show,TRUE,,,,,,,1,,,,,
47a95957-f8d3-471a-bc5f-f0915748389e,It is not working properly in my vivo v9 phone! I had reinstalled it 5 times plz fix this problem !,1,12-10-2018 08:04,working properly vivo v phone reinstalled time plz fix problem,TRUE,1,,,,,,,,,1,,
4a030557-7edf-465d-ae4d-92ae6e6a2794,It needs to have more movies but it's on the right path.,4,27-10-2018 10:08,need movie right path,TRUE,,1,,,,,,,,,,
5aeea101-2331-43c8-8103-6677b1f3d90a,The app is not working on Samsung Galaxy S7 edge. Can't get beyond the logo page,1,09-10-2018 12:04,app working samsung galaxy edge cant get beyond logo page,TRUE,,,,,,,,,,1,,
daa579f0-3e56-4e2d-ab4c-edebf875db4f,"Worked great then broke my old Samsung s6 and got a s6 edge (now doesnt work) and all of a sudden no matter what I do - reset the app, remove and restore the storage on the phone even try download and watch stuff I cannot watch anything on my phone now? If anything a newer phone should improve my experience but I get some error 5,7 every time I try. It's a joke!",1,20-10-2018 19:47,worked great broke old samsung got edgenow doesnt work sudden matter reset app remove restore storage phone even try download watch stuff watch anything phone anything newer phone improve experience get error every time try joke,TRUE,,,,,,,,,,1,,
d62a9992-2d79-42ad-9a96-cc5674e88ad7,alot of idiots whrite very unfair review and give it 1 star. this app is a gem. thr very fact that i van download movie and whatch it when i travle is enoguh to give this a high rating. yes there are some ups and downs but what app doesnt. however the quality is the best i have seen. plus first month is for free.,5,21-12-2018 16:56,alot idiot whrite unfair review give star app gem thr fact van download movie whatch travle enoguh give high rating yes ups down app doesnt however quality best seen plus first month free,TRUE,,,,,,,1,,,,,
d54956f0-99a5-40ca-81a9-9d266c9fd905,Good variety of movies. Can add more newer movies. Some drama seasons take really a long time.,4,29-12-2018 04:30,good variety movie add newer movie drama season take really long time,TRUE,,1,,,,,,,,,,
e5c4d6eb-6124-4153-b285-73476f4074ea,I love just getting on this app and watching all these movies so you don't have to bring your hole TV in the car it is just so easy to use,5,27-10-2018 03:38,love getting app watching movie dont bring hole tv car easy use,TRUE,,1,,,,,1,,,,,
409e8a87-d78c-4c4a-94db-1bf128391ad3,"Would like to have more control over my keep watching list, alot of shows and movies suck now I have a long list that I would like to delete",4,04-10-2018 14:58,would like control keep watching list alot show movie suck long list would like delete,TRUE,,1,,,,,,,,,,
6f64ec89-8ca9-45a6-af55-4ae7bd0ec322,I love this app I got to watch all my fav shows and more every day. The only downfall is you need WiFi for it.,5,01-10-2018 00:41,love app got watch fav show every day downfall need wifi,TRUE,,,,,,,,,,,,1
bf6aea8a-b912-41e7-be01-e7f9e930514f,Video loading error forces phone restart every other day,1,10-11-2018 11:16,video loading error force phone restart every day,TRUE,1,,,,,,,,,,,
1870d336-5d23-473c-ab1b-7a956f1a5d78,"Netflix you need to fix your bug were all paying for a service that we expect to work at full times. However your app keeps crashing each time i fast forward or try to go backwards, it logs me out. Like what the hell fix it. Dont you care about our experience at all? This issue has been going on months theres no excuse for why this has happening you guys just dont care about our experience and that is just sad. PAY ATTENTION TO YOUR CUSTOMERS",1,01-10-2018 07:05,netflix need fix bug paying service expect work full time however app keep crashing time fast forward try go backwards log like hell fix itont care experience issue going month there excuse happening guy dont care experience saday attention customer,TRUE,1,,,,,,1,,,,,
e3b2bd22-0b94-45e5-9802-2bf30b369282,Started having problems on my phone app and on my smart TV.. it signs me out while I'm in the middle of a show on my phone and on my TV theres times where I cant even watch anything bc it says theres a problem my wifi is on and everything else was checked Netflix just doesnt work properly for me anymore,3,25-10-2018 01:51,started problem phone app smart tv sign im middle show phone tv there time cant even watch anything bc say there problem wifi everything else checked netflix doesnt work properly anymore,TRUE,1,,,,,,,,,1,,
e4e3bb23-d981-4417-8cc8-0d76c87f4f04,I love this app because i get to watch all my favourite shows like seven deadly sins and so much more!,5,14-12-2018 04:41,love app get watch favourite show like seven deadly sin much,TRUE,,1,,,,,,,,,,
04e00251-6153-4580-9f76-edf2c83f8781,I love the app but they should have an update for VR headset,5,05-11-2018 14:49,love app update vr headset,TRUE,,,,,,,,,,1,,
af5caf34-08f5-4ff4-b407-2533f74ac4d5,"Can't use the email in my building statement to login#🤔 via app or browser, it's telling me no account associated with that email #😣",1,25-10-2018 04:00,cant use email building statement login via app browser telling account associated email,TRUE,,,,,,,,1,,,,
6eb756bf-98a8-4fcc-8cd1-f654bed981c3,It randomly gives different errors (everytime a new one) then it logs me out of my account and after I log in all of my downloads are gone so I try to download again only to get an error that device limit is reached,1,29-09-2018 09:49,randomly give different errorseverytime new one log account log downloads gone try download get error device limit reached,TRUE,1,,,,,,,,1,,,
fb9d034c-f6f0-41b8-a4a8-d75b8920258f,App has stopped working as of the latest update please fix,1,26-10-2018 22:30,app stopped working latest update please fix,TRUE,1,,,,,,,,,,,
a221e5a0-65d0-4c20-94d5-39611106ee5e,Netflix is an amazing app I love it because i can just sit and chill and find any film I want t to watch,5,03-12-2018 20:41,netflix amazing app love sit chill find film want watch,TRUE,,,,,,,1,,,,,
e635847d-a475-4b01-806a-c83707f836c8,It won't let me watch films it's just stays on the home screen,1,21-09-2018 17:33,wont let watch film stay home screen,TRUE,1,,,1,1,,,,,,,
6c2d760a-d019-4b8f-94b6-d30ea4e79ab7,"I love Netflix, especially to watch some of my favorite shows that I had even seen in the movie theater! ❤😀",5,13-10-2018 02:43,love netflix especially watch favorite show even seen movie theater,TRUE,,,,,,,1,,,,,
eb9b8c8c-8ae8-4b08-b921-19c834ac3f9d,"I love binge watching and this is the premier spot for watching. All genres, all day long.",5,05-10-2018 13:47,love binge watching premier spot watching genre day long,TRUE,,,,,,,1,,,,,
